timestamp,cluster_id,node_id,replication_lag_ms,transactions_processed,sync_failure_count,bandwidth_consumed_mbps
2026-06-13 00:10:00,CLS-CUST-MD,DB-TKY-REP,13.93,443,0,46.86
2026-06-13 00:15:00,CLS-CORE-BANK,DB-NY-PRI,0.0,2516,0,112.69
2026-06-13 00:15:00,CLS-CORE-BANK,DB-LDN-REP,18.51,1952,1,68.96
2026-06-13 00:15:00,CLS-CORE-BANK,DB-MUM-REP,45.93,2315,0,50.48
2026-06-13 00:15:00,CLS-CORE-BANK,DB-TKY-REP,41.69,2127,0,66.63
2026-06-13 00:15:00,CLS-EQ-TRADE,DB-NY-PRI,0.0,2943,0,83.37
2026-06-13 00:15:00,CLS-EQ-TRADE,DB-LDN-REP,45.39,1598,0,43.04
2026-06-13 00:15:00,CLS-EQ-TRADE,DB-MUM-REP,62.39,2686,0,54.57
2026-06-13 00:15:00,CLS-EQ-TRADE,DB-TKY-REP,23.07,2800,0,47.12
2026-06-13 00:15:00,CLS-FX-MATH,DB-NY-PRI,0.0,683,0,87.15
2026-06-13 00:15:00,CLS-FX-MATH,DB-LDN-REP,32.66,742,0,56.28
2026-06-13 00:15:00,CLS-FX-MATH,DB-MUM-REP,14.53,664,0,69.19
2026-06-13 00:15:00,CLS-FX-MATH,DB-TKY-REP,24.07,396,0,50.5
2026-06-13 00:15:00,CLS-CUST-MD,DB-NY-PRI,0.0,747,0,103.08
2026-06-13 00:15:00,CLS-CUST-MD,DB-LDN-REP,37.25,491,0,57.16
2026-06-13 00:15:00,CLS-CUST-MD,DB-MUM-REP,22.33,672,0,68.62
2026-06-13 00:15:00,CLS-CUST-MD,DB-TKY-REP,44.72,601,0,49.92
2026-06-13 00:20:00,CLS-CORE-BANK,DB-NY-PRI,0.0,2622,0,118.67
2026-06-13 00:20:00,CLS-CORE-BANK,DB-LDN-REP,64.68,2684,0,45.73
2026-06-13 00:20:00,CLS-CORE-BANK,DB-MUM-REP,12.41,2069,0,68.08
2026-06-13 00:20:00,CLS-CORE-BANK,DB-TKY-REP,45.6,2461,0,60.13
2026-06-13 00:20:00,CLS-EQ-TRADE,DB-NY-PRI,0.0,1989,0,90.17
2026-06-13 00:20:00,CLS-EQ-TRADE,DB-LDN-REP,43.89,2699,0,61.07
2026-06-13 00:20:00,CLS-EQ-TRADE,DB-MUM-REP,20.04,1907,0,47.69
2026-06-13 00:20:00,CLS-EQ-TRADE,DB-TKY-REP,46.78,1820,0,63.95
2026-06-13 00:20:00,CLS-FX-MATH,DB-NY-PRI,0.0,793,0,82.84
2026-06-13 00:20:00,CLS-FX-MATH,DB-LDN-REP,37.73,621,0,51.27
2026-06-13 00:20:00,CLS-FX-MATH,DB-MUM-REP,20.38,489,0,44.65
2026-06-13 00:20:00,CLS-FX-MATH,DB-TKY-REP,15.97,625,0,41.12
2026-06-13 00:20:00,CLS-CUST-MD,DB-NY-PRI,0.0,790,0,92.13
2026-06-13 00:20:00,CLS-CUST-MD,DB-LDN-REP,12.26,304,0,46.47
2026-06-13 00:20:00,CLS-CUST-MD,DB-MUM-REP,22.59,654,0,52.34
2026-06-13 00:20:00,CLS-CUST-MD,DB-TKY-REP,27.48,457,0,55.49
2026-06-13 00:25:00,CLS-CORE-BANK,DB-NY-PRI,0.0,1619,0,81.64
2026-06-13 00:25:00,CLS-CORE-BANK,DB-LDN-REP,14.13,1616,0,40.76
2026-06-13 00:25:00,CLS-CORE-BANK,DB-MUM-REP,10.55,2133,0,41.75
2026-06-13 00:25:00,CLS-CORE-BANK,DB-TKY-REP,10.05,1987,0,61.44
2026-06-13 00:25:00,CLS-EQ-TRADE,DB-NY-PRI,0.0,2396,0,117.38
2026-06-13 00:25:00,CLS-EQ-TRADE,DB-LDN-REP,58.85,1746,0,58.35
2026-06-13 00:25:00,CLS-EQ-TRADE,DB-MUM-REP,11.39,2808,0,43.6
2026-06-13 00:25:00,CLS-EQ-TRADE,DB-TKY-REP,7.31,2511,0,65.66
2026-06-13 00:25:00,CLS-FX-MATH,DB-NY-PRI,0.0,699,0,87.01
2026-06-13 00:25:00,CLS-FX-MATH,DB-LDN-REP,11.46,521,0,45.2
2026-06-13 00:25:00,CLS-FX-MATH,DB-MUM-REP,21.22,479,0,66.6
2026-06-13 00:25:00,CLS-FX-MATH,DB-TKY-REP,18.3,624,0,65.69
2026-06-13 00:25:00,CLS-CUST-MD,DB-NY-PRI,0.0,315,0,107.36
2026-06-13 00:25:00,CLS-CUST-MD,DB-LDN-REP,12.52,774,0,57.57
2026-06-13 00:25:00,CLS-CUST-MD,DB-MUM-REP,35.98,744,0,43.86
2026-06-13 00:25:00,CLS-CUST-MD,DB-TKY-REP,26.25,629,0,68.84
2026-06-13 00:30:00,CLS-CORE-BANK,DB-NY-PRI,0.0,1784,0,88.27
2026-06-13 00:30:00,CLS-CORE-BANK,DB-LDN-REP,7.09,1534,0,42.83
2026-06-13 00:30:00,CLS-CORE-BANK,DB-MUM-REP,17.71,2521,0,60.45
2026-06-13 00:30:00,CLS-CORE-BANK,DB-TKY-REP,33.09,2598,0,60.9
2026-06-13 00:30:00,CLS-EQ-TRADE,DB-NY-PRI,0.0,2943,0,115.1
2026-06-13 00:30:00,CLS-EQ-TRADE,DB-LDN-REP,22.79,2419,0,52.7
2026-06-13 00:30:00,CLS-EQ-TRADE,DB-MUM-REP,39.57,1595,0,51.16
2026-06-13 00:30:00,CLS-EQ-TRADE,DB-TKY-REP,20.56,1778,0,52.87
2026-06-13 00:30:00,CLS-FX-MATH,DB-NY-PRI,0.0,660,0,110.18
2026-06-13 00:30:00,CLS-FX-MATH,DB-LDN-REP,17.46,696,0,51.69
2026-06-13 00:30:00,CLS-FX-MATH,DB-MUM-REP,42.77,375,0,67.16
2026-06-13 00:30:00,CLS-FX-MATH,DB-TKY-REP,21.14,666,0,54.48
2026-06-13 00:30:00,CLS-CUST-MD,DB-NY-PRI,0.0,368,0,83.33
2026-06-13 00:30:00,CLS-CUST-MD,DB-LDN-REP,13.49,450,0,62.57
2026-06-13 00:30:00,CLS-CUST-MD,DB-MUM-REP,28.94,697,0,69.23
2026-06-13 00:30:00,CLS-CUST-MD,DB-TKY-REP,21.38,445,0,50.53
2026-06-13 00:35:00,CLS-CORE-BANK,DB-NY-PRI,0.0,2532,0,118.75
2026-06-13 00:35:00,CLS-CORE-BANK,DB-LDN-REP,32.68,2691,0,42.52
2026-06-13 00:35:00,CLS-CORE-BANK,DB-MUM-REP,14.35,2688,0,42.44
2026-06-13 00:35:00,CLS-CORE-BANK,DB-TKY-REP,14.8,2010,0,66.41
2026-06-13 00:35:00,CLS-EQ-TRADE,DB-NY-PRI,0.0,2824,0,116.31
2026-06-13 00:35:00,CLS-EQ-TRADE,DB-LDN-REP,29.76,2705,0,63.31
2026-06-13 00:35:00,CLS-EQ-TRADE,DB-MUM-REP,25.8,1672,0,53.03
2026-06-13 00:35:00,CLS-EQ-TRADE,DB-TKY-REP,9.86,2328,0,43.56
2026-06-13 00:35:00,CLS-FX-MATH,DB-NY-PRI,0.0,722,0,112.91
2026-06-13 00:35:00,CLS-FX-MATH,DB-LDN-REP,31.39,668,0,51.25
2026-06-13 00:35:00,CLS-FX-MATH,DB-MUM-REP,11.58,472,0,64.06
2026-06-13 00:35:00,CLS-FX-MATH,DB-TKY-REP,57.97,502,0,55.83
2026-06-13 00:35:00,CLS-CUST-MD,DB-NY-PRI,0.0,463,0,116.76
2026-06-13 00:35:00,CLS-CUST-MD,DB-LDN-REP,26.8,313,0,58.88
2026-06-13 00:35:00,CLS-CUST-MD,DB-MUM-REP,20.19,770,0,51.53
2026-06-13 00:35:00,CLS-CUST-MD,DB-TKY-REP,8.51,759,0,66.71
2026-06-13 00:40:00,CLS-CORE-BANK,DB-NY-PRI,0.0,1872,0,84.27
2026-06-13 00:40:00,CLS-CORE-BANK,DB-LDN-REP,11.75,2701,0,50.6
2026-06-13 00:40:00,CLS-CORE-BANK,DB-MUM-REP,13.24,2458,0,53.6
2026-06-13 00:40:00,CLS-CORE-BANK,DB-TKY-REP,19.62,2424,0,60.54
2026-06-13 00:40:00,CLS-EQ-TRADE,DB-NY-PRI,0.0,2776,0,85.33
2026-06-13 00:40:00,CLS-EQ-TRADE,DB-LDN-REP,51.5,1509,0,67.58
2026-06-13 00:40:00,CLS-EQ-TRADE,DB-MUM-REP,54.15,1873,0,40.79
2026-06-13 00:40:00,CLS-EQ-TRADE,DB-TKY-REP,39.83,1562,0,57.82
2026-06-13 00:40:00,CLS-FX-MATH,DB-NY-PRI,0.0,614,0,95.72
2026-06-13 00:40:00,CLS-FX-MATH,DB-LDN-REP,41.07,684,0,52.44
2026-06-13 00:40:00,CLS-FX-MATH,DB-MUM-REP,5.96,432,0,56.03
2026-06-13 00:40:00,CLS-FX-MATH,DB-TKY-REP,95.98,757,0,68.34
2026-06-13 00:40:00,CLS-CUST-MD,DB-NY-PRI,0.0,384,0,95.11
2026-06-13 00:40:00,CLS-CUST-MD,DB-LDN-REP,15.27,745,0,58.19
2026-06-13 00:40:00,CLS-CUST-MD,DB-MUM-REP,44.15,338,0,48.06
2026-06-13 00:40:00,CLS-CUST-MD,DB-TKY-REP,26.9,567,0,55.6
2026-06-13 00:45:00,CLS-CORE-BANK,DB-NY-PRI,0.0,1735,0,112.66
2026-06-13 00:45:00,CLS-CORE-BANK,DB-LDN-REP,26.11,2826,0,44.02
2026-06-13 00:45:00,CLS-CORE-BANK,DB-MUM-REP,21.03,1602,0,64.15
2026-06-13 00:45:00,CLS-CORE-BANK,DB-TKY-REP,7.34,2297,0,57.7
2026-06-13 00:45:00,CLS-EQ-TRADE,DB-NY-PRI,0.0,1934,0,102.19
2026-06-13 00:45:00,CLS-EQ-TRADE,DB-LDN-REP,43.66,2519,0,63.51
2026-06-13 00:45:00,CLS-EQ-TRADE,DB-MUM-REP,15.54,1637,0,63.89
2026-06-13 00:45:00,CLS-EQ-TRADE,DB-TKY-REP,49.1,2045,0,53.77
2026-06-13 00:45:00,CLS-FX-MATH,DB-NY-PRI,0.0,749,0,104.83
2026-06-13 00:45:00,CLS-FX-MATH,DB-LDN-REP,17.31,548,0,42.28
2026-06-13 00:45:00,CLS-FX-MATH,DB-MUM-REP,20.09,687,0,60.93
2026-06-13 00:45:00,CLS-FX-MATH,DB-TKY-REP,11.47,392,0,54.22
2026-06-13 00:45:00,CLS-CUST-MD,DB-NY-PRI,0.0,360,0,118.92
2026-06-13 00:45:00,CLS-CUST-MD,DB-LDN-REP,8.61,616,0,48.36
2026-06-13 00:45:00,CLS-CUST-MD,DB-MUM-REP,10.97,345,0,50.68
2026-06-13 00:45:00,CLS-CUST-MD,DB-TKY-REP,16.83,548,0,41.18
2026-06-13 00:50:00,CLS-CORE-BANK,DB-NY-PRI,0.0,1713,0,99.25
2026-06-13 00:50:00,CLS-CORE-BANK,DB-LDN-REP,15.02,2549,0,41.83
2026-06-13 00:50:00,CLS-CORE-BANK,DB-MUM-REP,36.25,1802,0,69.59
2026-06-13 00:50:00,CLS-CORE-BANK,DB-TKY-REP,16.79,2739,0,51.07
2026-06-13 00:50:00,CLS-EQ-TRADE,DB-NY-PRI,0.0,2165,0,108.82
2026-06-13 00:50:00,CLS-EQ-TRADE,DB-LDN-REP,8.08,2249,0,66.86
2026-06-13 00:50:00,CLS-EQ-TRADE,DB-MUM-REP,26.08,2538,0,50.62
2026-06-13 00:50:00,CLS-EQ-TRADE,DB-TKY-REP,14.04,2796,0,56.92
2026-06-13 00:50:00,CLS-FX-MATH,DB-NY-PRI,0.0,773,0,88.46
2026-06-13 00:50:00,CLS-FX-MATH,DB-LDN-REP,18.83,693,0,54.22
2026-06-13 00:50:00,CLS-FX-MATH,DB-MUM-REP,33.34,333,0,56.11
2026-06-13 00:50:00,CLS-FX-MATH,DB-TKY-REP,23.1,400,0,51.36
2026-06-13 00:50:00,CLS-CUST-MD,DB-NY-PRI,0.0,581,0,94.52
2026-06-13 00:50:00,CLS-CUST-MD,DB-LDN-REP,21.47,676,0,49.91
2026-06-13 00:50:00,CLS-CUST-MD,DB-MUM-REP,10.08,303,0,47.38
2026-06-13 00:50:00,CLS-CUST-MD,DB-TKY-REP,34.42,436,0,41.67
2026-06-13 00:55:00,CLS-CORE-BANK,DB-NY-PRI,0.0,1742,0,83.21
2026-06-13 00:55:00,CLS-CORE-BANK,DB-LDN-REP,12.25,1967,1,66.9
2026-06-13 00:55:00,CLS-CORE-BANK,DB-MUM-REP,65.99,2003,0,47.74
2026-06-13 00:55:00,CLS-CORE-BANK,DB-TKY-REP,32.46,2549,0,56.05
2026-06-13 00:55:00,CLS-EQ-TRADE,DB-NY-PRI,0.0,2823,0,91.2
2026-06-13 00:55:00,CLS-EQ-TRADE,DB-LDN-REP,18.12,2031,0,45.99
2026-06-13 00:55:00,CLS-EQ-TRADE,DB-MUM-REP,10.31,1638,0,48.66
2026-06-13 00:55:00,CLS-EQ-TRADE,DB-TKY-REP,48.53,1509,0,51.08
2026-06-13 00:55:00,CLS-FX-MATH,DB-NY-PRI,0.0,437,0,101.94
2026-06-13 00:55:00,CLS-FX-MATH,DB-LDN-REP,77.24,400,0,47.64
2026-06-13 00:55:00,CLS-FX-MATH,DB-MUM-REP,6.21,718,0,58.18
2026-06-13 00:55:00,CLS-FX-MATH,DB-TKY-REP,20.73,633,0,68.95
2026-06-13 00:55:00,CLS-CUST-MD,DB-NY-PRI,0.0,758,0,117.32
2026-06-13 00:55:00,CLS-CUST-MD,DB-LDN-REP,48.6,705,0,62.23
2026-06-13 00:55:00,CLS-CUST-MD,DB-MUM-REP,13.55,615,0,62.52
2026-06-13 00:55:00,CLS-CUST-MD,DB-TKY-REP,9.32,709,0,59.96
2026-06-13 01:00:00,CLS-CORE-BANK,DB-NY-PRI,0.0,2100,0,116.31
2026-06-13 01:00:00,CLS-CORE-BANK,DB-LDN-REP,40.38,2299,0,53.17
2026-06-13 01:00:00,CLS-CORE-BANK,DB-MUM-REP,17.33,2164,0,55.08
2026-06-13 01:00:00,CLS-CORE-BANK,DB-TKY-REP,15.5,1603,0,42.0
2026-06-13 01:00:00,CLS-EQ-TRADE,DB-NY-PRI,0.0,1697,0,104.97
2026-06-13 01:00:00,CLS-EQ-TRADE,DB-LDN-REP,53.44,2538,0,44.18
2026-06-13 01:00:00,CLS-EQ-TRADE,DB-MUM-REP,41.59,1656,0,57.19
2026-06-13 01:00:00,CLS-EQ-TRADE,DB-TKY-REP,10.58,2777,0,62.32
2026-06-13 01:00:00,CLS-FX-MATH,DB-NY-PRI,0.0,621,0,88.18
2026-06-13 01:00:00,CLS-FX-MATH,DB-LDN-REP,35.33,458,0,64.64
2026-06-13 01:00:00,CLS-FX-MATH,DB-MUM-REP,16.71,435,0,55.07
2026-06-13 01:00:00,CLS-FX-MATH,DB-TKY-REP,9.73,394,0,61.6
2026-06-13 01:00:00,CLS-CUST-MD,DB-NY-PRI,0.0,719,0,103.94
2026-06-13 01:00:00,CLS-CUST-MD,DB-LDN-REP,19.26,629,0,45.45
2026-06-13 01:00:00,CLS-CUST-MD,DB-MUM-REP,13.56,662,0,48.64
2026-06-13 01:00:00,CLS-CUST-MD,DB-TKY-REP,13.36,410,0,58.34
2026-06-13 01:05:00,CLS-CORE-BANK,DB-NY-PRI,0.0,2182,0,109.04
2026-06-13 01:05:00,CLS-CORE-BANK,DB-LDN-REP,51.0,1626,0,67.67
2026-06-13 01:05:00,CLS-CORE-BANK,DB-MUM-REP,13.25,2552,0,52.72
2026-06-13 01:05:00,CLS-CORE-BANK,DB-TKY-REP,15.06,2928,0,43.68
2026-06-13 01:05:00,CLS-EQ-TRADE,DB-NY-PRI,0.0,1919,0,86.62
2026-06-13 01:05:00,CLS-EQ-TRADE,DB-LDN-REP,16.21,2435,0,55.57
2026-06-13 01:05:00,CLS-EQ-TRADE,DB-MUM-REP,22.84,1812,0,46.17
2026-06-13 01:05:00,CLS-EQ-TRADE,DB-TKY-REP,8.4,1574,0,56.12
2026-06-13 01:05:00,CLS-FX-MATH,DB-NY-PRI,0.0,690,0,116.92
2026-06-13 01:05:00,CLS-FX-MATH,DB-LDN-REP,18.77,663,0,46.74
2026-06-13 01:05:00,CLS-FX-MATH,DB-MUM-REP,44.07,643,0,44.97
2026-06-13 01:05:00,CLS-FX-MATH,DB-TKY-REP,18.4,669,0,46.6
2026-06-13 01:05:00,CLS-CUST-MD,DB-NY-PRI,0.0,754,0,106.54
2026-06-13 01:05:00,CLS-CUST-MD,DB-LDN-REP,65.25,362,0,65.82
2026-06-13 01:05:00,CLS-CUST-MD,DB-MUM-REP,96.54,514,0,42.01
2026-06-13 01:05:00,CLS-CUST-MD,DB-TKY-REP,21.35,604,0,54.05
2026-06-13 01:10:00,CLS-CORE-BANK,DB-NY-PRI,0.0,1785,0,81.46
2026-06-13 01:10:00,CLS-CORE-BANK,DB-LDN-REP,38.04,2509,0,61.42
2026-06-13 01:10:00,CLS-CORE-BANK,DB-MUM-REP,20.55,2330,0,56.79
2026-06-13 01:10:00,CLS-CORE-BANK,DB-TKY-REP,9.97,2277,0,62.6
2026-06-13 01:10:00,CLS-EQ-TRADE,DB-NY-PRI,0.0,1661,0,90.83
2026-06-13 01:10:00,CLS-EQ-TRADE,DB-LDN-REP,13.14,2872,0,61.48
2026-06-13 01:10:00,CLS-EQ-TRADE,DB-MUM-REP,18.38,1827,0,45.88
2026-06-13 01:10:00,CLS-EQ-TRADE,DB-TKY-REP,14.65,2506,0,59.58
2026-06-13 01:10:00,CLS-FX-MATH,DB-NY-PRI,0.0,590,0,108.83
2026-06-13 01:10:00,CLS-FX-MATH,DB-LDN-REP,16.4,751,0,64.91
2026-06-13 01:10:00,CLS-FX-MATH,DB-MUM-REP,49.76,765,0,49.72
2026-06-13 01:10:00,CLS-FX-MATH,DB-TKY-REP,6.05,680,0,40.8
2026-06-13 01:10:00,CLS-CUST-MD,DB-NY-PRI,0.0,584,0,115.06
2026-06-13 01:10:00,CLS-CUST-MD,DB-LDN-REP,22.13,533,0,50.25
2026-06-13 01:10:00,CLS-CUST-MD,DB-MUM-REP,34.78,592,0,64.92
2026-06-13 01:10:00,CLS-CUST-MD,DB-TKY-REP,18.42,799,0,48.83
2026-06-13 01:15:00,CLS-CORE-BANK,DB-NY-PRI,0.0,2887,0,118.98
2026-06-13 01:15:00,CLS-CORE-BANK,DB-LDN-REP,15.95,1627,0,66.84
2026-06-13 01:15:00,CLS-CORE-BANK,DB-MUM-REP,12.86,1736,0,62.25
2026-06-13 01:15:00,CLS-CORE-BANK,DB-TKY-REP,14.91,2165,0,52.65
2026-06-13 01:15:00,CLS-EQ-TRADE,DB-NY-PRI,0.0,2632,0,101.03
2026-06-13 01:15:00,CLS-EQ-TRADE,DB-LDN-REP,29.46,1541,0,55.89
2026-06-13 01:15:00,CLS-EQ-TRADE,DB-MUM-REP,20.63,2901,0,59.54
2026-06-13 01:15:00,CLS-EQ-TRADE,DB-TKY-REP,25.17,2810,0,47.91
2026-06-13 01:15:00,CLS-FX-MATH,DB-NY-PRI,0.0,467,0,114.96
2026-06-13 01:15:00,CLS-FX-MATH,DB-LDN-REP,15.66,700,0,57.2
2026-06-13 01:15:00,CLS-FX-MATH,DB-MUM-REP,16.97,609,0,41.41
2026-06-13 01:15:00,CLS-FX-MATH,DB-TKY-REP,25.92,448,0,47.36
2026-06-13 01:15:00,CLS-CUST-MD,DB-NY-PRI,0.0,310,0,113.48
2026-06-13 01:15:00,CLS-CUST-MD,DB-LDN-REP,18.78,397,0,56.99
2026-06-13 01:15:00,CLS-CUST-MD,DB-MUM-REP,22.12,549,0,54.51
2026-06-13 01:15:00,CLS-CUST-MD,DB-TKY-REP,8.1,745,0,41.54
2026-06-13 01:20:00,CLS-CORE-BANK,DB-NY-PRI,0.0,1981,0,118.21
2026-06-13 01:20:00,CLS-CORE-BANK,DB-LDN-REP,24.39,2740,0,50.55
2026-06-13 01:20:00,CLS-CORE-BANK,DB-MUM-REP,29.29,2752,0,42.28
2026-06-13 01:20:00,CLS-CORE-BANK,DB-TKY-REP,14.71,2567,0,43.09
2026-06-13 01:20:00,CLS-EQ-TRADE,DB-NY-PRI,0.0,2316,0,112.3
2026-06-13 01:20:00,CLS-EQ-TRADE,DB-LDN-REP,16.71,2841,0,45.55
2026-06-13 01:20:00,CLS-EQ-TRADE,DB-MUM-REP,60.2,1873,0,62.77
2026-06-13 01:20:00,CLS-EQ-TRADE,DB-TKY-REP,30.02,1988,0,59.4
2026-06-13 01:20:00,CLS-FX-MATH,DB-NY-PRI,0.0,346,0,117.76
2026-06-13 01:20:00,CLS-FX-MATH,DB-LDN-REP,11.56,385,1,56.67
2026-06-13 01:20:00,CLS-FX-MATH,DB-MUM-REP,42.4,475,0,48.92
2026-06-13 01:20:00,CLS-FX-MATH,DB-TKY-REP,11.05,671,0,62.35
2026-06-13 01:20:00,CLS-CUST-MD,DB-NY-PRI,0.0,701,0,113.78
2026-06-13 01:20:00,CLS-CUST-MD,DB-LDN-REP,22.53,407,0,50.94
2026-06-13 01:20:00,CLS-CUST-MD,DB-MUM-REP,7.7,482,0,50.2
2026-06-13 01:20:00,CLS-CUST-MD,DB-TKY-REP,18.5,769,0,56.15
2026-06-13 01:25:00,CLS-CORE-BANK,DB-NY-PRI,0.0,2221,0,92.75
2026-06-13 01:25:00,CLS-CORE-BANK,DB-LDN-REP,20.28,2238,0,52.53
2026-06-13 01:25:00,CLS-CORE-BANK,DB-MUM-REP,35.83,2939,0,55.87
2026-06-13 01:25:00,CLS-CORE-BANK,DB-TKY-REP,46.15,1976,0,41.58
2026-06-13 01:25:00,CLS-EQ-TRADE,DB-NY-PRI,0.0,2247,0,81.5
2026-06-13 01:25:00,CLS-EQ-TRADE,DB-LDN-REP,28.55,2420,1,63.05
2026-06-13 01:25:00,CLS-EQ-TRADE,DB-MUM-REP,16.38,2952,0,40.1
2026-06-13 01:25:00,CLS-EQ-TRADE,DB-TKY-REP,14.44,1931,0,47.01
2026-06-13 01:25:00,CLS-FX-MATH,DB-NY-PRI,0.0,793,0,80.71
2026-06-13 01:25:00,CLS-FX-MATH,DB-LDN-REP,6.79,486,0,43.73
2026-06-13 01:25:00,CLS-FX-MATH,DB-MUM-REP,57.79,739,0,52.53
2026-06-13 01:25:00,CLS-FX-MATH,DB-TKY-REP,43.35,498,0,69.68
2026-06-13 01:25:00,CLS-CUST-MD,DB-NY-PRI,0.0,358,0,119.65
2026-06-13 01:25:00,CLS-CUST-MD,DB-LDN-REP,21.08,665,0,64.92
2026-06-13 01:25:00,CLS-CUST-MD,DB-MUM-REP,10.7,558,0,45.59
2026-06-13 01:25:00,CLS-CUST-MD,DB-TKY-REP,39.26,308,0,46.49
2026-06-13 01:30:00,CLS-CORE-BANK,DB-NY-PRI,0.0,1918,0,117.11
2026-06-13 01:30:00,CLS-CORE-BANK,DB-LDN-REP,33.26,2280,0,64.47
2026-06-13 01:30:00,CLS-CORE-BANK,DB-MUM-REP,14.17,2790,0,57.4
2026-06-13 01:30:00,CLS-CORE-BANK,DB-TKY-REP,39.15,2420,0,66.66
2026-06-13 01:30:00,CLS-EQ-TRADE,DB-NY-PRI,0.0,1669,0,114.09
